node_1|node_2|edge|chunk_id|node_3|node_4|level
high risk for safety and fundamental rights of citizens|regulatory sandboxes|To support compliance for SMEs, our preferred option includes provisions for the creation of regulatory sandboxes, which provide a controlled environment for testing AI applications with high risks to safety and fundamental rights of citizens.|8a5408ea4ef645a09e980ff69bbb1a5c|||
high risk for safety and fundamental rights of citizens|sme interests|Our preferred option obliges consideration of SME interests when setting fees related to conformity assessment, in order to reduce compliance costs for small and medium-sized enterprises.|8a5408ea4ef645a09e980ff69bbb1a5c|||
high risk for safety and fundamental rights of citizens|compliance costs|By targeting requirements only to systems where there is a high risk that such violations could occur, our preferred option keeps compliance costs to a minimum, avoiding an unnecessary slowing of uptake due to higher prices and compliance costs.|8a5408ea4ef645a09e980ff69bbb1a5c|||
ai applications|trust in ai|Higher trust in AI resulting from our preferred option leads to increased demand for AI applications, as well as an expanded array of available offers due to legal certainty.|8a5408ea4ef645a09e980ff69bbb1a5c|||
ai applications|single market for ai|The absence of obstacles to the cross-border movement of AI systems under our preferred option is likely to contribute to the flourishing of the European Union's fast-growing AI ecosystem, resulting in increased digital autonomy.|8a5408ea4ef645a09e980ff69bbb1a5c|||
high-risk ai|ai users|Annual cost for ensuring human oversight where appropriate depends on the use case and amounts to approximately EUR 5000 to EUR 8000 per year for high-risk AI systems.|8952a5ce9f1d4e18ad3956c0de300f95|||
high-risk ai|suppliers|Verification costs could amount to another EUR 3000 to EUR 7500 for high-risk AI systems.|8952a5ce9f1d4e18ad3956c0de300f95|||
ai users|individuals/citizens|Policy options could have different impacts on stakeholders, including economic operators/businesses, conformity assessment bodies, standardisation bodies and other public bodies, individuals/citizens, and researchers. These impacts are explained in detail in Annex 3 of the Impact assessment supporting this proposal.|8952a5ce9f1d4e18ad3956c0de300f95|||
ai users|businesses or public authorities|For AI applications not classified as high risk, minimal obligations of information would apply.|8952a5ce9f1d4e18ad3956c0de300f95|||
high-risk ai|ai users|Costs for suppliers of high-risk AI could amount to approximately EUR 6000 to EUR 7000 for the supply of an average high-risk AI system by 2025.|8952a5ce9f1d4e18ad3956c0de300f95|||
high-risk ai|ai users|Additional costs for verification could amount to another EUR 3000 to EUR 7500 for high-risk AI systems.|8952a5ce9f1d4e18ad3956c0de300f95|||
ai users|conformity assessment bodies, standardisation bodies and other public bodies|Costs would be at most as high as for high-risk AI systems, but most probably lower if businesses or public authorities choose to follow a code of conduct for suitable requirements and ensure that their AI systems are trustworthy.|8952a5ce9f1d4e18ad3956c0de300f95|||
ai users|individuals/citizens|Policy options could have different impacts on stakeholders, including economic operators/businesses, conformity assessment bodies, standardisation bodies and other public bodies, individuals/citizens, and researchers. These impacts are explained in detail in Annex 3 of the Impact assessment supporting this proposal.|8952a5ce9f1d4e18ad3956c0de300f95|||
ai users|researchers|Policy options could have different impacts on stakeholders, including economic operators/businesses, conformity assessment bodies, standardisation bodies and other public bodies, individuals/citizens, and researchers. These impacts are explained in detail in Annex 3 of the Impact assessment supporting this proposal.|8952a5ce9f1d4e18ad3956c0de300f95|||
ai users|businesses or public authorities|For AI applications not classified as high risk, minimal obligations of information would apply.|8952a5ce9f1d4e18ad3956c0de300f95|||
high-risk ai systems|union market|This proposal lays down obligations that will apply to providers of high-risk AI systems and will ensure legal certainty and prevent obstacles to the cross-border provision of AI-related services and products on the Union market.|80e161ae9d7043d68dc311987e20bb9a|||
providers of high-risk ai systems|companies using ai|This proposal will promote trust among customers of companies using AI by creating legal certainty and ensuring no obstacles to the cross-border provision of AI-related services and products emerge.|80e161ae9d7043d68dc311987e20bb9a|||
national public administrations|public trust in the use of ai|This proposal will promote public trust in the use of AI and strengthen enforcement mechanisms by introducing a European coordination mechanism, providing for appropriate capacities, and facilitating audits of high-risk AI systems with new requirements for documentation, traceability, and transparency.|80e161ae9d7043d68dc311987e20bb9a|||
union market|en legislation applicable to products and services|This proposal will bring further clarity and simplify the enforcement of the new rules by ensuring full consistency with existing sectoral Union legislation applicable to products and services.|80e161ae9d7043d68dc311987e20bb9a|||
